user_id,income,spending_score,saving_frequency,loan_behavior,age_group,employment_type,target_account,target_savings,target_loan,target_digital_service,income_to_spending_ratio,savings_capacity,financial_health_score
215,28219.954252056592,84.71927606330499,5.302969759506505,1,1,3,2,0,3,0,329.2136325464966,1496.4956401331312,35.306075156763335
216,66647.67067570848,53.95821566925296,2.709993961105075,2,2,2,0,0,2,1,1212.6971347979065,1806.1478505288976,39.95787892350125
217,19569.74105107831,36.97163992771103,2.7708902751884184,2,4,2,0,0,0,0,515.3778211405786,542.2560516638846,34.061400775050295
218,30047.81167775507,40.32228331891357,3.01184192228817,0,0,0,2,0,3,0,727.1575833758907,904.9925888408275,43.96878951634464
219,24629.720959003844,43.5930538361136,1.4014940155761468,0,1,0,2,0,3,0,552.3219165370889,345.1840652935428,39.01032145573034
220,38773.7717617822,58.48331892803833,0.7373378490111673,0,4,0,0,0,3,0,651.8427764377084,285.89369468882427,37.53276626477111
221,200000.0,60.45670976070999,3.2915651051709327,1,1,0,1,0,3,2,3254.3232590668626,6583.130210341866,70.49178825819988
222,15000.0,38.52599992122842,3.59768584824016,0,0,0,2,0,3,0,379.49704067939035,539.652877236024,42.490171712234634
223,62881.554739577834,49.51290815478034,3.0977747327024048,0,2,1,0,1,3,1,1244.8611065294006,1947.9289142530733,48.86927878236431
224,15000.0,92.84540717223727,1.8035041428788405,3,4,4,0,0,0,0,159.83733729739222,270.5256214318261,16.037926851310228
225,24895.802834178503,84.55086340201423,1.1049325801614986,4,2,0,0,0,0,0,291.0058629939245,275.08183660760807,14.278853046755852
226,86782.51823780344,58.726473393480646,2.268526189451653,1,4,0,1,0,3,1,1452.9992029845187,1968.6841540902283,46.14826134776787
227,38231.84229402779,50.760069563364006,6.389059701703222,1,3,2,0,1,3,0,738.6358367858231,2442.6552292264582,46.272473949539204
228,15333.636796088855,52.40062653436522,2.4313915351568323,0,0,0,2,0,3,0,287.1433874698288,372.8207470917977,37.4493851226584
229,20491.327617956158,62.27035945460833,2.1596804604807858,2,4,3,0,0,0,0,323.8693093352366,442.547198658102,27.963554553631138
230,62547.29059613701,29.54414869603189,2.4855717435847975,3,2,2,0,0,2,1,2047.7667005419855,1554.657781435453,39.57177186719063
231,20245.882016122683,44.852469251533094,2.374704597128737,0,1,4,2,0,3,0,441.5439854516833,480.7798909661256,39.82809174717539
232,43181.47538203405,16.62831852244821,5.319284493276698,0,2,0,0,1,3,0,2449.551573909105,2296.9455239646322,55.94920035847058
233,37663.904403731125,57.98446245210559,3.9043892434622447,3,1,2,0,1,0,3,638.5394193312111,1470.5454322071807,31.7446668772496
234,21562.68863262902,62.943918794054824,1.6973758904288572,2,0,0,2,0,0,0,337.21249869086546,365.9998781784888,27.118505748572552
235,200000.0,40.33627075401252,2.04026175015018,0,0,1,1,0,3,2,4838.36583106825,4080.5235003003595,76.01326934949786
236,60302.88452787997,81.47973526580066,2.5492632671059896,2,2,0,0,0,2,1,731.1236430808952,1537.2792842745853,32.86315638662784
237,15000.0,25.484686739953176,2.8906082696293733,1,3,0,0,0,3,0,566.3650148963974,433.59124044440597,39.68427919126811
238,42157.31316980724,20.712502395803597,1.4078969013769074,1,2,1,0,0,3,0,1941.6146698021798,593.531505821475,43.104755957554545
239,21387.690563149736,54.48903637119944,1.8846863488275698,3,4,1,0,0,0,0,385.4399348382021,403.09088437316547,25.149103536045203
240,71822.03972105085,70.94196605224309,5.651992012277928,3,1,3,0,0,2,1,998.3330128745001,4059.375948088875,39.479998758317414
241,19263.80853885436,83.67855382915738,5.441384134079766,1,1,2,2,0,3,0,227.49335773636287,1048.2178214527244,33.99981921009893
242,33130.5417307021,40.8223147426212,2.0749581324893813,4,1,2,2,0,0,0,792.1737936934107,687.4448699789914,26.61156166259494
243,54392.94969141799,71.57361666862592,1.937947313120766,1,1,0,0,0,3,3,749.4865515629242,1054.1067070719648,36.43976123079995
244,72591.57558720198,49.229830609985854,3.9173659785710697,3,1,2,0,0,2,1,1445.188540468033,2843.6776853617525,40.50708095258537
245,15000.0,46.54745400118361,0.5490428353248851,1,3,1,0,0,3,0,315.4743048834245,82.35642529873276,30.788594870413057
246,27789.096522622047,67.67319874973344,5.13200034727355,3,4,3,0,0,0,0,404.65708644058043,1426.1365300451455,30.287180249124823
247,24835.857406662442,63.046457568268394,1.6801384883050952,4,4,4,0,0,0,0,387.7787835523832,417.2767991899074,19.718156944289
248,21532.88572110687,18.47215686031501,3.4984513829632498,0,1,0,2,0,3,0,1105.8295121374922,753.3175383019594,47.60904853808487
249,149098.64192466735,79.53080699451792,0.6470899156806993,4,4,3,1,0,1,2,1851.448501376835,964.8022763113977,39.20774681739128
250,50210.79732807677,77.60182708294903,3.992098512519557,3,1,0,0,1,0,3,638.7993662677711,2004.4644932583622,30.505991074064664
251,15000.0,37.488745969809415,3.6020748536275837,3,0,0,2,0,0,0,389.7243108872917,540.3112280441376,30.706400513293286
252,75681.54040019543,57.91607066874818,3.368158164406375,0,4,1,1,0,3,1,1284.5653069042914,2549.0739819376918,50.289410275102206
253,198337.41145576554,59.88060372565478,1.2566751557557145,3,2,0,1,0,2,2,3257.8095373286706,2492.456974333594,58.204711857533574
254,82948.25083705458,55.21347531647814,1.8674564305294103,3,1,2,1,0,2,1,1475.5937143195904,1549.0224442682413,37.281867965174115
255,15000.0,38.9938969230916,3.090542956810058,0,2,0,0,0,3,0,375.05722507724244,463.5814435215087,41.3823065290018
256,24651.985939116174,36.56753264123897,1.611047165510067,4,1,0,2,0,0,0,656.2045523334416,397.15512071407136,24.838984990595574
257,100060.36364942943,49.488918580171095,1.5601939383489905,0,3,1,1,0,3,2,1981.8282201973507,1561.1357283483549,53.23467689054966
258,20616.859193265303,73.45458038518728,4.891720840330514,0,2,2,0,0,3,0,276.9051828189072,1008.5191977785563,39.215897442276635
259,51795.34412840669,60.872003091888644,0.405952160464261,1,4,4,0,0,3,0,837.1370173919099,210.26431850916572,34.996572528232136
260,67488.14573812915,42.58771335827788,5.013100171730703,2,0,2,0,1,2,1,1548.3295758921079,3383.2483498960196,47.006286819431665
261,17299.89347128177,65.43397421296689,1.25480123667906,2,1,2,2,0,0,0,260.4073243582212,217.07927722180364,24.8827863250211
262,34626.67837193577,0.0,3.7832624698778554,0,2,0,0,0,3,0,34626.67837193577,1310.0181274107583,54.491860614142865
263,15000.0,72.97531400744207,3.2221290371486115,4,2,0,0,0,0,0,202.77034577360456,483.3193555722917,18.84919527280881
264,16002.334341639798,15.20572442443801,1.2136225357209525,0,1,0,2,0,3,0,987.4494914592339,194.20793581155368,42.586567054882266
265,29671.59526825483,42.751181171937354,1.6476671994108207,0,3,1,0,0,3,0,678.1895819371987,488.889142776968,40.67941721808514
266,15000.0,27.606602107477123,4.210690230658028,0,4,2,0,0,3,0,524.3544809566648,631.6035345987042,45.90006003982064
267,134044.75867792516,24.106370485581884,2.230656431040991,2,4,0,1,0,2,2,5339.0735532602985,2990.078029922515,58.448990500550636
268,15000.0,73.21653574757039,7.475416808203147,4,3,2,0,0,0,0,202.11129297410048,1121.3125212304722,27.307526466892217
269,25539.06221538457,40.64597597376218,1.7653263115212867,2,4,1,0,0,0,0,613.2420148221453,450.847785003975,32.50926987136705
270,40319.57902444933,56.930077634614314,1.6939987569774237,3,2,0,0,0,0,0,696.00422907698,683.0131674927018,28.065897791921852
271,115038.09705834313,49.06158842241632,1.0123676310915994,0,3,0,1,0,3,2,2297.9314217451392,1164.6084580424033,55.22003698936857
272,15000.0,59.54081654446243,1.5521976788527783,1,1,3,2,0,3,0,247.76672757599312,232.82965182791676,30.196232048813076
273,92090.86224349435,51.536437821205105,2.516719879928031,1,1,2,3,0,3,2,1752.8950584145625,2317.66903767916,49.14432464431392
274,36614.017900761406,24.340155516228606,6.988438963940432,1,1,3,0,1,3,3,1444.9010732121465,2558.748293240935,52.43165040478743
275,16560.789123043945,69.9253363889428,1.6287619472878654,0,2,0,0,0,3,0,233.49609555924164,269.7358314067276,32.58461444139596
276,52558.53497622963,40.12486833677375,0.3586107451957101,2,1,4,0,0,0,3,1278.023179206921,188.48055394220503,35.203954818282604
277,42584.59113842062,18.86836202680498,1.868926162656133,1,4,0,0,0,3,0,2143.336782416614,795.8745650460883,44.4810981476354
278,22467.531426222722,41.43769678068175,2.8021975907890235,3,1,0,2,0,0,0,529.4239115363647,629.5846243353799,29.810362110686246
279,38401.11090565079,80.01519581268622,5.039853388745347,1,0,4,0,1,3,3,473.99886552687366,1935.3596892943003,37.75688979608361
280,26682.12441236829,67.00443484226986,2.9053569937746286,0,2,0,0,0,3,0,392.3585935866546,775.2109677023898,37.746251901568954
281,39767.8420587783,43.026957311842814,2.1370325400439456,2,0,2,0,0,0,3,903.2611946608707,849.8517252693742,35.62224202947499
282,61679.35429887514,43.014845913631426,1.7420404077010232,0,0,0,0,0,3,1,1401.3306878298763,1074.4792750954832,47.216982492450796
283,129160.80441667711,43.56729897565235,3.9919600736253633,3,1,1,1,0,2,2,2898.1070736918387,5156.047743087095,53.102621235455686
284,15000.0,91.53495967121682,2.6593194966384743,2,2,4,0,0,0,0,162.10089736134373,398.8979244957711,22.011647059033585
285,200000.0,57.63870904463107,4.020401338219225,0,2,0,1,0,3,2,3410.7162872186714,8040.802676438449,76.51306086751224
286,15000.0,58.600832943821395,1.0540435929805518,4,3,2,0,0,0,0,251.67433505734246,158.10653894708278,17.387920597196825
287,32162.997473505864,70.60566908063684,1.8962207868009486,1,3,0,0,0,3,0,449.1683114822424,609.8814437508821,32.10390725217571
288,58142.59258289114,54.77578318053027,3.5483281828317157,0,2,1,0,1,3,0,1042.434355331241,2063.089998847749,47.770018246135606
289,45469.33829668181,44.819157083585935,0.7851743073924756,2,1,0,0,0,0,3,992.3652286691795,357.0135620469131,33.700384857404124
290,22067.040278058998,46.07300301830043,1.23504889954708,0,1,0,2,0,3,0,468.78335485586206,272.5387381167786,37.66890525104588
291,30745.60080395687,48.56797481171872,2.413778454503064,3,3,0,0,0,0,0,620.2714740866936,742.1306879134318,29.26308210745376
292,24479.694384938204,49.25555526980317,4.688543103047804,3,0,0,2,0,0,0,487.10424655574764,1147.7410227322007,32.421914029122625
293,22663.436873098555,64.5525908727396,5.4916718143605125,5,0,4,2,0,0,0,345.7290790702106,1244.6015749253409,22.60551282879282
294,71659.5475944974,51.03891771614599,1.3208665662881736,1,3,0,0,0,3,1,1377.037623752574,946.5270057290774,42.76585910824664
295,48320.55839703908,64.65280154431159,2.9893631402013456,1,2,0,0,0,3,0,736.0014692507172,1444.4769618605526,38.71227765094819
296,20861.743869526428,48.385668397828354,5.14680502993275,3,0,0,2,0,0,0,422.4250586521126,1073.7132828084732,32.78882515420512
297,74583.89665424894,51.57270380632181,4.008971368260078,0,1,0,0,0,3,1,1418.6810122799943,2990.047062201526,52.620181306105586
298,46436.4326575283,10.035986309357845,2.8422559498313023,1,4,2,0,0,3,0,4207.728367527334,1319.842270098004,48.9646011692967
299,69583.98331610711,68.32655349404963,3.1754411011338206,1,4,4,0,1,3,1,1003.7132932344542,2209.598406025766,42.60236816667914
300,60096.27109192199,56.929769517959855,1.3848346987034896,0,3,0,0,0,3,1,1037.3987604644356,832.2340147078503,43.402969712199415
301,18709.823602843164,69.96020219719304,2.009712364540104,1,2,3,0,0,3,0,263.66643588260894,376.01363832998175,29.769349010210234
302,23198.784588200007,0.0,2.4188964316220725,3,2,1,0,0,0,0,23198.784588200007,561.1545725836613,37.477549780884154
303,66028.04692157212,91.76749409561455,2.295611941890383,3,4,0,0,0,2,1,711.7584404459353,1515.747730128595,27.443334448972283
304,59177.472262697105,47.20820743689652,2.156860757163646,0,4,2,0,0,3,0,1227.5393632953292,1276.3756763155154,46.70757447948741
305,35713.30990760284,72.16365633475033,1.2310958018220286,0,1,1,0,0,3,3,488.1291025724775,439.66505896418914,35.17212231821456
306,39889.24057133985,29.20188145748938,5.1606248585607375,0,3,2,0,1,3,0,1320.7534976748352,2058.5340648156593,52.45872153989157
307,100924.89613910459,62.25547810125139,2.623139249573352,3,1,3,1,0,2,2,1595.51234404642,2647.400563215993,40.98016210671735
308,22623.464275340415,28.931688736526876,2.309942687514944,0,1,0,2,0,3,0,755.8365474959676,522.5890586907816,43.358240482792596
309,56256.55828119249,37.5246207860839,0.9595128593448145,2,3,4,0,0,0,0,1460.2754584806667,539.7889109328521,37.665413217711354
310,30891.794518335737,88.28062707733572,3.40353357371217,0,2,2,0,0,3,0,346.0078130004281,1051.4125979537325,35.32930063562434
311,30511.380904925525,46.186351984733065,1.5694670027434334,2,4,0,0,0,0,0,646.6145319900412,478.8660553841669,32.00393978952536
312,87467.40438164424,54.348657463594456,1.620025771710848,1,0,1,1,0,3,1,1580.2985725385638,1416.99449282918,45.863800927031654
313,70286.36322063516,67.40135461377508,1.9459935313145535,3,2,0,0,0,2,1,1027.5580595955107,1367.7680816698119,32.46898878400113
314,69620.03811244073,59.913637759452094,3.889033363849212,0,4,4,0,1,3,1,1142.9302316070862,2707.5465101173572,49.71934679829616
315,103195.75998031079,53.00837810287153,3.240072686151163,2,4,2,3,0,2,2,1910.736141414031,3343.6176323881627,48.51762174779017
316,36930.87028267721,57.29922004932451,0.5696068686177275,0,1,0,0,0,3,3,633.4710867732289,210.36077377043253,37.065543783905994
317,62665.25191320151,98.0683117047655,5.068443274386882,2,1,0,0,1,2,1,632.5458750114857,3176.152745972259,35.056274590460966
318,28333.116525254776,48.84762405932829,3.0439250526781687,3,2,1,0,0,0,0,568.394523508942,862.4388321167283,29.98494859854164
319,47067.26755263661,54.02198093429935,2.972452247392276,0,1,0,0,0,3,3,855.4266268391661,1399.0520521544825,44.553961818452
320,32724.70435477616,71.01308792015224,1.367056096153261,3,4,0,0,0,0,0,454.4271784465228,447.3650658300992,23.07643547923131
321,39245.68465200033,72.11051865915968,4.4914011712217095,2,4,0,0,1,0,0,536.7994287520133,1762.6811401139214,34.409835541011546
322,58461.61244750076,73.7406061112076,2.5181479605739425,0,1,0,0,0,3,3,782.1934486390826,1472.1499015653826,41.98049718840652
323,18871.78924482764,62.774604440583694,1.6951392607312645,1,0,0,2,0,3,0,295.91385803748494,319.90310869153353,30.609715482311323
324,193669.7795700814,27.13990174539033,0.8014649270573643,0,0,0,1,0,3,2,6882.390042524115,1552.1953575635112,74.90890541905296
325,16239.244550384892,82.66863064602191,2.3253705235538353,2,4,0,0,0,0,0,194.09000033822113,377.62260602247284,23.36486382798027
326,15000.0,27.07309213962624,4.841625365767797,3,1,2,2,0,0,0,534.3194802124034,726.2438048651695,35.268632303610346
327,91719.35446115537,56.05270930478066,1.693257626556566,0,2,1,1,0,3,2,1607.6248714356823,1553.0449644419632,50.51984428438807
328,68413.82172298725,34.914482999612844,0.7477892700140166,1,2,0,0,0,3,1,1904.908995174029,511.5912180510171,44.19544628470292
329,59831.99639633197,48.717233068140146,1.8524232349219432,3,2,0,0,0,0,0,1203.4458215791894,1108.3418031633132,33.92779913548225
330,60034.603947205906,56.57524820606961,1.6796351370450526,4,0,1,0,0,0,1,1042.7155039320703,1008.3623022831066,28.051141422317365
331,35961.44177810583,56.42714430900546,2.7633549496605445,1,1,0,0,0,3,3,626.2098213451739,993.7422813445824,37.43356939314116
332,17715.522343541616,58.438415084705696,1.3097855154707987,4,4,0,0,0,0,0,298.04836347495507,232.03534564570106,18.474992482708778
333,38585.95567212239,82.27422538117294,1.542500262093677,1,4,0,0,0,3,0,463.36012728430734,595.188467373838,30.347346582377245
334,21126.229057936354,59.070686030279596,0.8993538353011882,1,3,3,0,0,3,0,351.68949206418813,189.9995512870647,30.209816276133733
335,79228.85060089368,45.116867294187024,3.465590425511273,3,0,2,1,0,2,1,1718.0015740332037,2745.747460667202,41.753577512363876
336,32284.87375742918,69.28174336576714,1.6499025374641894,1,1,2,2,0,3,0,459.3635873459922,532.6689513409342,31.90043115326079
337,18762.2517104308,73.78940977849281,1.4543818446371128,1,2,2,0,0,3,0,250.86776010132732,272.8747825216217,27.90333207566183
338,28082.203482993984,25.44784369726015,4.51163889216197,1,1,2,2,0,3,0,1061.7955779095573,1266.96761411482,45.55014974147071
339,50531.14528222752,61.94800139699716,5.292063498589319,3,4,0,0,1,0,0,802.744235889879,2674.1402948999007,36.30075577422471
340,23133.113566092026,64.02345484621796,3.7717719713879494,3,2,1,0,0,0,0,355.76567902770466,872.5282935952024,27.365475686750713
341,18811.500368980825,44.048729932800164,4.9771530922633085,1,0,0,2,0,3,0,417.5811481709298,936.2771723158528,40.90686027176276
342,44132.41251755997,77.51413626623238,4.231845666292448,1,4,1,0,1,3,0,562.0951158134383,1867.6155865546673,37.78734658285042
343,44177.60462148998,46.998888259349464,2.1733647489695556,1,4,2,0,0,3,0,920.3880802986067,960.1404857826086,39.78247277036722
344,24208.170029720506,52.51152906943084,1.054974346874187,2,0,1,2,0,0,0,452.39167055590156,255.38998366123658,28.449276885806306
345,24913.6059149423,46.53856351432261,1.7711581607683304,0,2,0,0,0,3,0,524.0714921357737,441.2593643041621,39.2173248016606
346,43723.454348539235,50.31158095162935,1.5601042342477014,3,1,0,0,0,0,3,852.1166866746256,682.1314626509213,29.80258314787738
347,15000.0,28.074498262095965,3.5830272724841477,1,1,1,2,0,3,0,515.9160397122072,537.4540908726221,40.55115489254911
348,15000.0,21.198982348114114,2.382117203777517,1,1,2,2,0,3,0,675.7066501867959,357.3175805666276,39.52443793793222
349,20439.90962842736,81.89010126449944,0.44437637134920616,0,2,3,0,0,3,0,246.59047722965516,90.8301287138625,28.598714415483993
350,30614.905544251582,33.060773033633446,1.7743415640634939,0,4,0,0,0,3,0,898.8317885216749,543.2129938704348,43.059509630250616
351,46570.66206720336,30.172153010873856,0.8105034586883751,4,2,2,0,0,0,0,1493.982852289927,377.4568267887584,28.90070872864265
352,118217.91924952263,6.932197727925704,2.332597297899884,1,0,1,1,0,3,2,14903.551739933368,2757.547990047832,62.92233890011916
353,72122.95851282397,37.220765046209955,4.563029734443914,0,2,3,0,0,3,1,1887.0098080356406,3290.992042300806,56.10649816221063
354,31953.88907001993,23.538204131850033,1.1099512270858747,1,1,1,2,0,3,0,1302.2097663840243,354.6725838343454,39.90303944180573
355,35767.217253212846,82.84030320272738,5.24107383079782,1,4,1,0,1,3,0,426.6112583911709,1874.5862634627413,37.06753047169274
356,16284.622038971973,70.19634178685268,2.494485341513156,0,2,1,0,0,3,0,228.7283535960992,406.2175096829767,34.20662673345017
357,35781.61493609414,36.236993096445524,3.5765966969172465,1,1,2,0,1,3,3,960.915797992016,1279.7640579079912,43.06211776176422
358,28827.154568439328,95.04871610688618,1.4112419986769889,1,1,4,2,0,3,0,300.1305560020138,406.8209122933481,25.578171689664607
359,47012.78421454608,69.63530973983188,2.5621935561558056,2,3,0,0,0,0,0,665.5705820177801,1204.5585277145335,32.59988200725446
360,18736.246554653797,43.50337232982755,5.239791499617253,1,1,0,2,0,3,0,421.0073433490383,981.74025431808,41.52615784419976
361,55021.385251266875,0.011885702528537934,4.819498063691885,1,3,4,0,1,3,0,54375.09899959785,2651.754596801259,56.64089603713144
362,123771.34252413276,95.81885145181484,2.639644320402215,4,1,1,1,0,1,2,1278.380611504483,3267.1232132238424,34.86978685526802
363,33289.31924861311,22.20855066472808,2.2351415888456407,1,1,1,2,0,3,0,1434.3557997012538,744.0634191693488,42.686436894468294
364,50079.61798646806,17.092025060862163,2.7642704708167387,0,2,0,0,0,3,0,2768.0493376500744,1384.3360918977646,52.126059526754666
365,63077.234147212585,70.45140864019281,3.211292553414071,0,4,0,0,1,3,1,882.7990287056484,2025.5945230689954,44.947750208232094
366,26344.732332153868,98.79504812678546,5.57406885681536,1,4,2,0,0,3,0,263.98837243591464,1468.4735203379555,32.658074554704406
367,43445.99647355163,77.68545637021036,1.621890861748199,3,1,2,0,0,0,3,552.1477345081513,704.6466465999787,24.395889744164656
368,36683.191088075815,61.27818240104719,1.5480747939205202,0,1,0,0,0,3,3,589.0215429193225,567.8832348402003,38.17715132524677
369,39267.04430809246,61.89508683330572,2.0960392282734936,2,0,0,0,0,0,3,624.3261005770458,823.052652481152,31.66646995150434
370,19566.851685393103,67.06831117560615,1.0686653718771086,0,2,3,0,0,3,0,287.45904441368504,209.1041683283485,32.63703884571161
371,37034.60924428632,65.17857179573531,3.6441921405229003,1,2,0,0,1,3,0,559.6163265444317,1349.6123193536498,37.65959177075601
372,54089.67698256418,55.62382847938751,0.6985421523280302,3,4,3,0,0,0,0,955.2458467596231,377.839193781283,29.090254005291392
373,115950.06302491283,52.084022079037524,5.752524381494895,1,4,0,1,0,3,2,2184.2742596307644,6670.055645866809,60.27825695216485
374,78230.63962588344,48.74813744200955,2.8165155884564697,2,1,1,1,0,2,1,1572.5340414417606,2203.378160012211,43.52953161368772
375,200000.0,34.92070822266648,3.7944115369394513,0,2,4,1,0,3,2,5567.818951681948,7588.8230738789025,80.6046814293456
376,19655.686204067646,44.38649846266452,0.45659631002925305,2,4,2,0,0,0,0,433.0734220494372,89.74713791870182,27.967030168339136
377,72973.85529789534,16.14086371609229,3.907392159198113,0,3,0,0,0,3,1,4257.303278678167,2851.3747001745396,59.181382634756844
378,42052.47846596081,48.033207464105004,3.2590294062100393,3,0,2,0,1,0,3,857.6326257413515,1370.5026392458074,33.32191301279124
379,200000.0,30.228177856981652,3.4508415028298773,0,1,0,1,0,3,2,6404.472297934162,6901.683005659755,80.85604743426342
380,19022.188103278277,27.92821365568458,2.3701367390107055,3,2,0,0,0,0,0,657.5652520300124,450.85186879952215,30.959068367540155
381,18549.952850037174,53.59788302306957,4.243518655493258,1,1,4,2,0,3,0,339.7558993669984,787.1707097765307,37.477451276380044
382,22482.351073178306,77.84004572689199,1.2881200099088816,2,1,2,2,0,0,0,285.1641049405135,289.59966287157397,23.504701089075027
383,15000.0,68.36633212004625,3.299114686361586,1,0,1,2,0,3,0,216.24323416784975,494.86720295423794,31.924962948713926
384,23846.577444780458,18.58998792753646,0.6675553056618239,4,2,0,0,0,0,0,1217.2839275342671,159.18909295138775,26.386428514772447
385,19785.28721969353,30.20743726859325,1.0571078303232644,0,1,0,2,0,3,0,633.992693773839,209.15182045132843,40.029785650866586
386,40958.516024274744,68.81542375976431,5.357995621053333,0,0,0,0,1,3,3,586.6685872338679,2194.5554950290684,45.144609695008754
387,47734.26585039586,30.35025212923381,1.5957134377575064,1,1,1,0,0,3,3,1522.6118646071147,761.702094589659,42.66822961974743
388,162907.31059191786,45.50733700005951,1.2287989871766325,0,3,2,3,0,3,2,3502.830329582393,2001.8033825901775,65.93759269272495
389,77678.90996954453,61.00104198049104,3.099564477393267,0,4,1,1,0,3,1,1252.8645888562103,2407.7078998422994,49.53470255259724
390,22890.495860532876,30.633110902727296,5.006741240171694,4,2,3,0,0,0,0,723.6245569056358,1146.0678963290939,32.4649594719045
391,17699.085718775357,52.107510122919194,1.9253338124350865,5,2,0,0,0,0,0,333.2689798073795,340.7664818354515,16.96898274404141
392,53827.26150341054,23.31949010163591,6.798139772747849,1,4,0,0,1,3,0,2213.3384079376615,3659.252472844343,55.69783382585063
393,15000.0,37.97264712097572,1.6580692395614125,4,1,0,2,0,0,0,384.88532619912166,248.71038593421187,22.721609054927676
394,157183.1575049426,56.39563868285074,4.453257317063411,1,1,0,1,0,3,2,2738.5906161526414,6999.770462780161,65.0640183985452
395,93297.82704419519,18.140125329366615,2.8710346659034744,0,1,0,1,0,3,2,4874.462702762386,2678.6129569735112,60.773609674772665
396,24950.757921069126,58.80949475920798,2.0515210248463083,2,1,4,2,0,0,0,417.1705181847875,511.87004460923873,29.331294682064847
397,15000.0,49.60724402146638,3.5694829997941007,2,1,0,2,0,0,0,296.4002543516766,535.4224499691151,32.217517195294924
398,107269.31344639858,61.04979908834295,0.8720531597496316,5,4,4,1,0,1,2,1728.7616563217985,935.4454373510553,30.98800919111039
399,33135.75281174795,54.47828268129323,2.3791157291652003,0,2,0,0,0,3,0,597.2743064543529,788.3379071215957,40.48972548442135
400,97758.26723630287,77.28280859947688,2.125906368597829,2,2,4,1,0,2,2,1248.7833406242419,2078.249229007448,40.34690446456086
401,15000.0,52.50449005295815,3.3804747122767607,0,4,1,0,0,3,0,280.35030303350555,507.0712068415141,39.2600514139619
402,22482.668031422592,41.41188917749494,2.9052756084271985,0,0,4,2,0,3,0,530.1029609252254,653.18347044058,42.02470698763993
403,36468.16472887179,52.44595006064568,3.479181328972756,0,1,0,0,1,3,3,682.3372900564211,1268.7935782659351,43.762805591590734
404,37706.37566845619,60.86596058072776,4.22199607705117,5,2,2,0,1,0,0,609.4850110547275,1591.9617015203971,23.81207517164803
405,25335.13946719245,50.977201406514084,2.4249642318363556,3,2,4,0,0,0,0,487.42792573701945,614.3680701652727,27.72151607580839
406,59771.243471582755,50.811833824077645,3.0247633739273527,3,0,0,0,1,0,3,1153.6214617403923,1807.938680669379,35.84140867735573
407,15458.335578691938,35.96016624386489,5.685546252018754,1,2,0,0,0,3,0,418.2431290134661,878.890819118801,43.27072637100292
408,32405.920351400277,36.74198164898104,2.9393240112032726,1,2,0,0,0,3,0,858.6173522310314,952.5149979401162,41.0114357628904
409,39984.07406222332,21.94789456400613,2.3718069472344743,0,3,4,0,0,3,0,1742.3852959887008,948.3450463951901,48.350849794112385
410,54805.78687376195,84.99153486373879,4.348483136027772,0,2,1,0,1,3,0,637.3393260232717,2383.2203997728607,42.65981667406018
411,64170.052088513854,25.122735292174298,2.476647534198212,1,1,1,0,0,3,1,2456.482882469722,1589.2660127438867,48.76275842766434
412,15000.0,36.141896044081854,5.915252921662858,3,0,0,2,0,0,0,403.8566039331232,887.2879382494287,35.602126634509354
413,15000.0,35.63185468861605,4.941427378687356,1,2,0,0,0,3,0,409.47967629554654,741.2141068031035,41.75648381965151
414,100925.85905683537,67.89848753888883,1.9275092244199294,0,0,3,1,0,3,2,1464.8486877142132,1945.3552431455587,50.46049275242916
415,47375.060033588066,44.101006434159444,2.1570858057122804,0,4,0,0,0,3,0,1050.4213493051068,1021.9206954321998,44.96898233131029
416,19954.516162406977,74.95484145347467,4.5482743242485055,0,2,1,0,0,3,0,262.7155264964894,907.5861351427748,38.096483590283476
417,125608.04461127936,36.530187515122634,4.32033472949111,1,1,4,1,0,3,2,3346.8536377726896,5426.687974375789,62.45624087821356
418,39836.53390089729,55.57988324447604,4.7273802639386995,4,3,0,0,1,0,0,704.0759297570056,1883.2244414682677,30.30609065916165
419,93287.15911050545,33.293058934804854,2.538973946761992,2,2,2,3,0,2,2,2720.292735852329,2368.536665490139,49.0767679286641
420,38331.02061704894,92.90298255546776,2.8572136176326275,3,1,0,0,0,0,3,408.198116544457,1095.1991408478923,22.800034847581493
421,188829.22986407398,26.248031619409744,2.317922806044498,1,3,1,1,0,3,2,6930.013606177857,4376.9157834975595,73.15208526102185
422,147897.19366193886,56.19641420454055,2.3320414628000994,1,4,0,1,0,3,2,2585.777372914367,3449.0238785141746,59.00423881707986
423,29757.267927361263,62.67553761864197,1.6973032592208812,0,3,2,0,0,3,0,467.3265282121368,505.07107838619265,36.81095258018562
424,79004.2368294398,58.27598194902997,4.915121741124873,3,0,0,1,0,2,1,1332.8203807298157,3883.1544208135792,41.975894458331716
425,60858.13383078816,46.294246822445835,3.3195877515080126,3,2,0,0,1,2,1,1286.79782256105,2020.2391564431978,37.55195290468449
426,108543.38632808057,47.403586005331476,3.427031340245881,0,3,1,1,0,3,2,2242.4658023503653,3719.815867227484,59.082022745041584
427,16781.98437774251,50.87622943958219,4.732074603715058,1,0,0,2,0,3,0,323.50046560896834,794.1360207385819,38.645300195062184
428,62871.055383760984,47.05995996743023,0.57826174727944,1,1,2,0,0,3,1,1308.179520465021,363.55926339516077,40.31874257782504
429,84688.88036867832,69.27758233589819,3.3428233745459153,2,4,0,1,0,2,1,1205.0625185695774,2830.999688605406,41.76790635564785
